symbol,timestamp,open,high,low,close,volume,trade_count,vwap
GOOGL,2020-01-02 05:00:00+00:00,1348.41,1368.68,1346.49,1368.68,1529285.0,40741.0,1361.878365
GOOGL,2020-01-03 05:00:00+00:00,1348.0,1373.75,1347.3236,1361.52,1319940.0,35786.0,1363.22525
GOOGL,2020-01-06 05:00:00+00:00,1351.63,1398.32,1351.0,1397.81,2502731.0,53136.0,1388.676112
GOOGL,2020-01-07 05:00:00+00:00,1400.46,1403.5,1391.555,1395.11,1849019.0,43800.0,1398.238647
GOOGL,2020-01-08 05:00:00+00:00,1394.82,1411.85,1392.63,1405.04,1970053.0,46171.0,1405.224409
GOOGL,2020-01-09 05:00:00+00:00,1421.93,1428.68,1410.21,1419.79,1880613.0,43632.0,1419.969256
GOOGL,2020-01-10 05:00:00+00:00,1429.47,1434.9399,1419.5977,1428.96,1438432.0,39804.0,1429.48335
GOOGL,2020-01-13 05:00:00+00:00,1435.25,1441.48,1425.37,1440.03,1739296.0,38656.0,1436.604478
GOOGL,2020-01-14 05:00:00+00:00,1440.0,1442.63,1427.77,1430.59,1471056.0,38563.0,1434.219961
GOOGL,2020-01-15 05:00:00+00:00,1433.02,1440.78,1431.66,1439.2,1247127.0,32701.0,1437.210788
GOOGL,2020-01-16 05:00:00+00:00,1445.45,1450.7,1440.0,1450.16,1489022.0,36793.0,1446.969568
GOOGL,2020-01-17 05:00:00+00:00,1462.54,1480.55,1456.55,1479.52,3140253.0,55343.0,1472.130729
GOOGL,2020-01-21 05:00:00+00:00,1479.0,1489.8845,1470.21,1482.25,2950193.0,47217.0,1481.301694
GOOGL,2020-01-22 05:00:00+00:00,1489.73,1500.5812,1482.6614,1484.17,1599833.0,45056.0,1488.311288
GOOGL,2020-01-23 05:00:00+00:00,1487.55,1493.5,1480.32,1484.69,1548640.0,34069.0,1485.82084
GOOGL,2020-01-24 05:00:00+00:00,1492.82,1494.2,1463.1796,1466.17,1614799.0,43989.0,1473.438171
GOOGL,2020-01-27 05:00:00+00:00,1431.54,1436.58,1419.5,1431.73,1896617.0,51752.0,1430.054229
GOOGL,2020-01-28 05:00:00+00:00,1441.74,1454.8,1430.36,1450.5,1631998.0,39277.0,1446.970783
GOOGL,2020-01-29 05:00:00+00:00,1458.46,1464.14,1445.385,1456.7,1211978.0,38552.0,1456.868711
GOOGL,2020-01-30 05:00:00+00:00,1438.1,1455.25,1435.0,1454.25,1468686.0,44975.0,1445.540988
GOOGL,2020-01-31 05:00:00+00:00,1467.86,1469.67,1427.06,1432.78,2417728.0,69533.0,1438.079955
GOOGL,2020-02-03 05:00:00+00:00,1461.65,1486.3,1456.61,1482.6,3794829.0,125977.0,1473.962829
GOOGL,2020-02-04 05:00:00+00:00,1454.49,1467.335,1422.03,1445.41,5120406.0,150972.0,1437.732576
GOOGL,2020-02-05 05:00:00+00:00,1463.61,1464.58,1429.675,1446.05,1990289.0,63362.0,1444.16084
GOOGL,2020-02-06 05:00:00+00:00,1451.98,1481.56,1450.48,1475.97,2073658.0,56015.0,1470.321434
GOOGL,2020-02-07 05:00:00+00:00,1467.385,1485.245,1465.41,1479.11,1553607.0,41921.0,1476.578239
GOOGL,2020-02-10 05:00:00+00:00,1477.23,1508.88,1475.2,1508.66,2246883.0,47627.0,1501.942664
GOOGL,2020-02-11 05:00:00+00:00,1513.27,1529.8799,1505.4501,1510.06,1817637.0,54044.0,1516.405433
GOOGL,2020-02-12 05:00:00+00:00,1515.86,1520.3,1508.67,1518.63,1849657.0,40711.0,1516.991236
GOOGL,2020-02-13 05:00:00+00:00,1510.0,1525.946,1504.0,1513.39,1269230.0,35339.0,1513.925035
GOOGL,2020-02-14 05:00:00+00:00,1514.53,1520.05,1505.55,1518.73,1379771.0,31970.0,1516.527716
GOOGL,2020-02-18 05:00:00+00:00,1514.34,1530.555,1511.01,1519.44,1469177.0,37637.0,1519.748861
GOOGL,2020-02-19 05:00:00+00:00,1527.2,1530.74,1520.976,1524.87,1330864.0,36568.0,1525.956044
GOOGL,2020-02-20 05:00:00+00:00,1519.01,1527.07,1504.255,1516.99,1432912.0,40141.0,1516.136646
GOOGL,2020-02-21 05:00:00+00:00,1504.58,1510.945,1478.49,1483.46,2412232.0,65049.0,1490.422316
GOOGL,2020-02-24 05:00:00+00:00,1423.05,1436.38,1406.79,1419.86,2763584.0,92874.0,1422.745418
GOOGL,2020-02-25 05:00:00+00:00,1431.0,1436.847,1380.42,1386.32,2808006.0,89815.0,1402.493506
GOOGL,2020-02-26 05:00:00+00:00,1394.98,1413.67,1376.5501,1390.47,2707894.0,77283.0,1395.237158
GOOGL,2020-02-27 05:00:00+00:00,1359.14,1369.4,1314.24,1314.95,3436214.0,109252.0,1337.006715
GOOGL,2020-02-28 05:00:00+00:00,1274.31,1342.45,1268.21,1339.25,4533313.0,141476.0,1308.165293
GOOGL,2020-03-02 05:00:00+00:00,1351.39,1387.47,1325.2,1386.32,3150631.0,103731.0,1365.01147
GOOGL,2020-03-03 05:00:00+00:00,1397.68,1408.19,1329.2421,1337.72,3180567.0,97240.0,1360.446746
GOOGL,2020-03-04 05:00:00+00:00,1358.96,1382.78,1337.0,1381.6,2696658.0,70098.0,1367.615758
GOOGL,2020-03-05 05:00:00+00:00,1345.55,1353.63,1301.64,1314.76,2993588.0,101606.0,1324.930634
GOOGL,2020-03-06 05:00:00+00:00,1269.95,1302.75,1257.21,1295.74,3531048.0,108910.0,1280.268576
GOOGL,2020-03-09 04:00:00+00:00,1204.96,1252.73,1198.04,1215.79,3858082.0,134440.0,1223.105554
GOOGL,2020-03-10 04:00:00+00:00,1254.39,1275.85,1214.51,1275.17,3149409.0,82019.0,1255.954041
GOOGL,2020-03-11 04:00:00+00:00,1248.27,1256.93,1191.14,1210.9,3069440.0,98317.0,1217.309377
GOOGL,2020-03-12 04:00:00+00:00,1122.62,1188.75,1108.47,1111.55,5196385.0,159124.0,1127.66953
GOOGL,2020-03-13 04:00:00+00:00,1174.99,1214.4,1112.29,1214.27,4540752.0,127812.0,1175.886942
GOOGL,2020-03-16 04:00:00+00:00,1089.61,1145.47,1067.0801,1073.0,5362613.0,136184.0,1093.686162
