Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,150.41533767385138,152.26260717686054,149.98904693545595,152.1584014892578,22622100,0.0,0.0
2020-01-03 00:00:00-05:00,149.9795640082844,151.5236842826628,149.7332517957889,150.2637481689453,21116200,0.0,0.0
2020-01-06 00:00:00-05:00,148.80490629687822,150.7184951877552,148.26492739771743,150.6521759033203,20813700,0.0,0.0
2020-01-07 00:00:00-05:00,150.92687424549183,151.2584272318134,149.03223619242732,149.27853393554688,21634100,0.0,0.0
2020-01-08 00:00:00-05:00,150.55741741152548,152.32891395537885,149.62904874222338,151.65631103515625,27746500,0.0,0.0
2020-01-09 00:00:00-05:00,153.3140888517151,153.67407466292312,152.54676284777327,153.55091857910156,21385000,0.0,0.0
2020-01-10 00:00:00-05:00,154.24248132310657,154.62140312836723,152.68886433869304,152.84043884277344,20725900,0.0,0.0
2020-01-13 00:00:00-05:00,153.23833928861814,154.70668685049705,152.7646797173632,154.6782684326172,21626500,0.0,0.0
2020-01-14 00:00:00-05:00,154.7824841808954,154.98142757393325,153.20046284462947,153.5888671875,23477400,0.0,0.0
2020-01-15 00:00:00-05:00,154.05303021846976,155.3034983915867,154.00567582656228,154.58352661132812,21417900,0.0,0.0
2020-01-16 00:00:00-05:00,155.69188726038482,157.4823196362133,155.3887382345589,157.41600036621094,23865400,0.0,0.0
2020-01-17 00:00:00-05:00,158.60016218369577,158.64753102974288,156.7149919685834,158.29702758789062,34371700,0.0,0.0
2020-01-21 00:00:00-05:00,157.89913292781256,159.32959395002115,157.66230316439436,157.72862243652344,29517200,0.0,0.0
2020-01-22 00:00:00-05:00,158.58118824361392,158.66645793583385,156.9517984747694,156.9707489013672,24138800,0.0,0.0
2020-01-23 00:00:00-05:00,157.43497947769117,158.0128447653816,156.56344755206595,157.9370574951172,19680800,0.0,0.0
2020-01-24 00:00:00-05:00,158.68538359811564,158.70433402348226,155.78659007941053,156.3455047607422,24918100,0.0,0.0
2020-01-27 00:00:00-05:00,152.66048172072817,154.77301392246096,151.76053138101526,153.73095703125,32078100,0.0,0.0
2020-01-28 00:00:00-05:00,155.15193497322656,157.02762291226713,154.47934644660026,156.74343872070312,24899900,0.0,0.0
2020-01-29 00:00:00-05:00,158.99803906528018,159.86010294143955,156.96130872089228,159.1875,34754500,0.0,0.0
2020-01-30 00:00:00-05:00,164.88089473268496,164.88089473268496,161.7926251689453,163.67779541015625,51597500,0.0,0.0
2020-01-31 00:00:00-05:00,163.13781757767464,163.31779605239475,160.6463638869867,161.26211547851562,36142700,0.0,0.0
2020-02-03 00:00:00-05:00,161.4516346326981,165.3072314390198,161.4232162077576,165.1935577392578,30107000,0.0,0.0
2020-02-04 00:00:00-05:00,167.80809677985968,171.1237134714776,167.02182022982586,170.631103515625,36433300,0.0,0.0
2020-02-05 00:00:00-05:00,174.33513145257945,174.49617396372633,169.01120277781624,170.42269897460938,39186300,0.0,0.0
2020-02-06 00:00:00-05:00,171.43633505355797,174.1362002133704,170.57427122162437,173.95620727539062,27751400,0.0,0.0
2020-02-07 00:00:00-05:00,173.21732428358098,175.85087054547617,172.86680634459037,174.20252990722656,33529100,0.0,0.0
2020-02-10 00:00:00-05:00,173.90887006854624,178.89176413177015,173.59625298069977,178.75914001464844,35844300,0.0,0.0
2020-02-11 00:00:00-05:00,180.60636914294562,180.65373798592051,173.83304379083776,174.72352600097656,53159900,0.0,0.0
2020-02-12 00:00:00-05:00,175.80348736530172,176.0592675799467,172.2699910279323,174.9793243408203,47062900,0.0,0.0
2020-02-13 00:00:00-05:00,173.43516681747468,176.4192159295942,173.23622346436093,174.031982421875,35295800,0.0,0.0
2020-02-14 00:00:00-05:00,173.59627116287365,175.6424844313066,173.02787376999353,175.5856475830078,23149500,0.0,0.0
2020-02-18 00:00:00-05:00,175.8319246061661,177.81181834735847,175.7277189116326,177.3665771484375,27792200,0.0,0.0
2020-02-19 00:00:00-05:00,178.63942448881184,178.75340863724387,177.12907654439266,177.89849853515625,29997500,0.51,0.0
2020-02-20 00:00:00-05:00,177.5850405545757,177.87001544081576,172.02809549780588,175.18177795410156,36862400,0.0,0.0
