symbol,timestamp,open,high,low,close,volume,trade_count,vwap
NVDA,2025-01-02 05:00:00+00:00,136.0,138.88,134.63,138.31,198247166.0,1567000.0,137.181563
NVDA,2025-01-03 05:00:00+00:00,140.01,144.9,139.73,144.47,229322478.0,1745662.0,143.567988
NVDA,2025-01-06 05:00:00+00:00,148.59,152.156,147.8201,149.43,265377359.0,2139591.0,150.355811
NVDA,2025-01-07 05:00:00+00:00,153.03,153.13,140.01,140.14,351782174.0,3297980.0,143.543604
NVDA,2025-01-08 05:00:00+00:00,142.58,143.95,137.56,140.11,227349948.0,1983811.0,140.669549
NVDA,2025-01-10 05:00:00+00:00,137.45,139.92,134.22,135.91,207602514.0,1832777.0,135.827555
NVDA,2025-01-13 05:00:00+00:00,129.99,133.49,129.51,133.23,204808914.0,1886121.0,131.970517
NVDA,2025-01-14 05:00:00+00:00,136.05,136.38,130.05,131.76,195590485.0,1712995.0,132.178327
NVDA,2025-01-15 05:00:00+00:00,133.65,136.45,131.29,136.24,185217338.0,1417208.0,134.839393
NVDA,2025-01-16 05:00:00+00:00,138.64,138.75,133.49,133.57,209235583.0,1535426.0,135.636739
NVDA,2025-01-17 05:00:00+00:00,136.69,138.5,135.4649,137.71,201188760.0,1181517.0,137.429718
NVDA,2025-01-21 05:00:00+00:00,139.16,141.83,137.09,140.83,197748985.0,1541532.0,140.046734
NVDA,2025-01-22 05:00:00+00:00,144.66,147.79,143.67,147.07,237651395.0,1837719.0,146.610574
NVDA,2025-01-23 05:00:00+00:00,145.05,147.23,143.72,147.22,155915549.0,1198401.0,145.862847
NVDA,2025-01-24 05:00:00+00:00,148.37,148.97,141.88,142.62,234657635.0,1737315.0,144.39028
NVDA,2025-01-27 05:00:00+00:00,124.8,128.4,116.7,118.42,818830895.0,7844400.0,120.801569
NVDA,2025-01-28 05:00:00+00:00,121.81,129.0,116.25,128.99,579666350.0,4800280.0,123.746217
NVDA,2025-01-29 05:00:00+00:00,126.5,126.89,120.05,123.7,467120640.0,3656028.0,123.00518
NVDA,2025-01-30 05:00:00+00:00,123.1,125.0,118.1,124.65,392925469.0,3255609.0,121.301363
NVDA,2025-01-31 05:00:00+00:00,123.78,127.85,119.19,120.07,390372899.0,2869782.0,123.747467
NVDA,2025-02-03 05:00:00+00:00,114.75,118.57,113.01,116.66,371033128.0,3397298.0,116.073203
NVDA,2025-02-04 05:00:00+00:00,116.96,121.2,116.7,118.65,255877635.0,1832890.0,119.100021
NVDA,2025-02-05 05:00:00+00:00,121.76,125.0,120.76,124.83,263110629.0,1968160.0,123.296732
NVDA,2025-02-06 05:00:00+00:00,127.42,128.77,125.21,128.68,251483574.0,1856074.0,127.35889
